Item id,Order #,Sent Date,Order Date,Check Id,Server,Table,Dining Area,Service,Dining Option,Item Selection Id,Item Id,Master Id,SKU,PLU,Menu Item,Menu Subgroup(s),Menu Group,Menu,Sales Category,Gross Price,Discount,Net Price,Qty,Sales Total,Tax,Void?,Deferred,Tax Exempt,Tax Inclusion Option,Dining Option Tax,Tab Name
904,55,11/4/19 21:00,11/4/19 21:00,5.00E+17,Jenni Morris,13,Dining Room,Dinner,Dine In,5.00E+17,5.00E+17,5.00E+17,,,Hot Toddy,Favorites,Cocktails,Beverages,Liquor,9.25,0,9.25,1,,0.75,FALSE,FALSE,FALSE,Tax Included,No Effect,
905,54,11/4/19 21:00,11/4/19 21:00,5.00E+17,Jenni Morris,7,Dining Room,Dinner,Dine In,5.00E+17,5.00E+17,5.00E+17,,,Hot Toddy,Favorites,Cocktails,Beverages,Liquor,9.25,0,9.25,1,,0.75,FALSE,FALSE,FALSE,Tax Included,No Effect,
906,54,11/4/19 21:00,11/4/19 21:00,5.00E+17,Jenni Morris,7,Dining Room,Dinner,Dine In,5.00E+17,5.00E+17,5.00E+17,,,Hot Toddy,Favorites,Cocktails,Beverages,Liquor,9.25,0,9.25,1,,0.75,FALSE,FALSE,FALSE,Tax Included,No Effect,
907,54,11/4/19 21:24,11/4/19 21:00,5.00E+17,Jenni Morris,7,Dining Room,Dinner,Dine In,5.00E+17,5.00E+17,5.00E+17,,,Hot Toddy,Favorites,Cocktails,Beverages,Liquor,9.25,0,9.25,1,,0.75,FALSE,FALSE,FALSE,Tax Included,No Effect,
908,53,11/4/19 21:44,11/4/19 21:00,5.00E+17,Jenni Morris,104,Dining Room,Dinner,Dine In,5.00E+17,5.00E+17,5.00E+17,,,Canadian Old-Fashioned,Favorites,Cocktails,Beverages,Liquor,10.18,0,10.18,1,,0.82,FALSE,FALSE,FALSE,Tax Included,No Effect,
909,53,11/4/19 21:44,11/4/19 21:00,5.00E+17,Jenni Morris,104,Dining Room,Dinner,Dine In,5.00E+17,5.00E+17,5.00E+17,,,Ommegang Rare Vos,,Beer,Beverages,Beer,7.4,0,7.4,1,,0.6,FALSE,FALSE,FALSE,Tax Included,No Effect,
910,57,11/4/19 22:06,11/4/19 22:06,5.00E+17,Jenni Morris,906,Dining Room,Dinner,Dine In,5.00E+17,5.00E+17,5.00E+17,,,Ommegang Rare Vos,,Beer,Beverages,Beer,7.4,7.4,0,1,,0.00E+00,FALSE,FALSE,FALSE,Tax Included,No Effect,
911,49,11/4/19 22:49,11/4/19 20:29,5.00E+17,Jenni Morris,108,Dining Room,Dinner,Dine In,5.00E+17,5.00E+17,5.00E+17,,,Villa Pillo Tuscan,,Wine,Beverages,Wine,12.03,0,12.03,1,,0.97,FALSE,FALSE,FALSE,Tax Included,No Effect,
912,1,11/5/19 7:39,11/5/19 7:39,5.00E+17,Alfredo Vargas,201,Dining Room,,Dine In,5.00E+17,5.00E+17,5.00E+17,,,Drip Coffee,,Coffee,Coffee & Tea,Coffee,6.94,0,6.94,3,,0.56,FALSE,FALSE,FALSE,Tax Included,No Effect,
913,1,11/5/19 7:39,11/5/19 7:39,5.00E+17,Alfredo Vargas,201,Dining Room,,Dine In,5.00E+17,5.00E+17,5.00E+17,,,Latte,,Coffee,Coffee & Tea,Coffee,4.16,0,4.16,1,,0.34,FALSE,FALSE,FALSE,Tax Included,No Effect,
914,2,11/5/19 7:43,11/5/19 7:43,5.00E+17,Alfredo Vargas,,,,Dine In,5.00E+17,5.00E+17,5.00E+17,,,Cold Brew,,Cold,Coffee & Tea,Coffee,5.09,0,5.09,1,,0.41,FALSE,FALSE,FALSE,Tax Included,No Effect,
915,3,11/5/19 8:06,11/5/19 8:05,5.00E+17,Alfredo Vargas,105,Dining Room,,Dine In,5.00E+17,5.00E+17,5.00E+17,,,Drip Coffee,,Coffee,Coffee & Tea,Coffee,2.31,0,2.31,1,,0.19,FALSE,FALSE,FALSE,Tax Included,No Effect,
916,3,11/5/19 8:06,11/5/19 8:05,5.00E+17,Alfredo Vargas,105,Dining Room,,Dine In,5.00E+17,5.00E+17,5.00E+17,,,Pour Over,,Coffee,Coffee & Tea,Coffee,4.63,0,4.63,1,,0.37,FALSE,FALSE,FALSE,Tax Included,No Effect,
917,4,11/5/19 8:14,11/5/19 8:14,5.00E+17,Alfredo Vargas,204,Dining Room,,Dine In,5.00E+17,5.00E+17,5.00E+17,,,Latte,,Coffee,Coffee & Tea,Coffee,4.16,0,4.16,1,,0.34,FALSE,FALSE,FALSE,Tax Included,No Effect,
918,5,11/5/19 8:28,11/5/19 8:28,5.00E+17,Alfredo Vargas,201,Dining Room,,Dine In,5.00E+17,5.00E+17,5.00E+17,,,Drip Coffee,,Coffee,Coffee & Tea,Coffee,2.78,0,2.78,1,,0.22,FALSE,FALSE,FALSE,Tax Included,No Effect,
919,5,11/5/19 8:28,11/5/19 8:28,5.00E+17,Alfredo Vargas,201,Dining Room,,Dine In,5.00E+17,5.00E+17,5.00E+17,,,Latte,,Coffee,Coffee & Tea,Coffee,4.16,0,4.16,1,,0.34,FALSE,FALSE,FALSE,Tax Included,No Effect,
920,6,11/5/19 9:03,11/5/19 9:03,5.00E+17,Alfredo Vargas,8,Dining Room,,Dine In,5.00E+17,5.00E+17,5.00E+17,,,Cranberry Oatmeal,,All-Day Breakfast,Daytime,Food,6,0,6,1,,0.49,FALSE,FALSE,FALSE,Tax Not Included,No Effect,
921,7,11/5/19 9:03,11/5/19 9:03,5.00E+17,Alfredo Vargas,201,Dining Room,,Dine In,5.00E+17,5.00E+17,5.00E+17,,,Drip Coffee,,Coffee,Coffee & Tea,Coffee,1.39,0,0,1,,0.00E+00,FALSE,FALSE,FALSE,Tax Included,No Effect,
922,7,11/5/19 9:03,11/5/19 9:03,5.00E+17,Alfredo Vargas,201,Dining Room,,Dine In,5.00E+17,5.00E+17,5.00E+17,,,Chocolate,,Croissants,Pastries,Food,3.5,0,0,1,,0.00E+00,FALSE,FALSE,FALSE,Tax Included,No Effect,
923,8,11/5/19 9:15,11/5/19 9:15,5.00E+17,Alfredo Vargas,205,Dining Room,,Dine In,5.00E+17,5.00E+17,5.00E+17,,,Americano,,Coffee,Coffee & Tea,Coffee,3.24,0,3.24,1,,0.26,FALSE,FALSE,FALSE,Tax Included,No Effect,
924,9,11/5/19 9:16,11/5/19 9:15,5.00E+17,Alfredo Vargas,205,Dining Room,,Dine In,5.00E+17,5.00E+17,5.00E+17,,,Cold Brew,,Cold,Coffee & Tea,Coffee,8.33,0,8.33,2,,0.67,FALSE,FALSE,FALSE,Tax Included,No Effect,
925,9,11/5/19 9:16,11/5/19 9:15,5.00E+17,Alfredo Vargas,205,Dining Room,,Dine In,5.00E+17,5.00E+17,5.00E+17,,,Chocolate,,Croissants,Pastries,Food,3.5,0,3.5,1,,0.00E+00,FALSE,FALSE,FALSE,Tax Included,No Effect,
926,10,11/5/19 9:20,11/5/19 9:20,5.00E+17,Alfredo Vargas,201,Dining Room,,Dine In,5.00E+17,5.00E+17,5.00E+17,,,Latte,,Coffee,Coffee & Tea,Coffee,4.16,0,4.16,1,,0.34,FALSE,FALSE,FALSE,Tax Included,No Effect,
927,11,11/5/19 9:21,11/5/19 9:21,5.00E+17,Alfredo Vargas,101,Dining Room,,Dine In,5.00E+17,5.00E+17,5.00E+17,,,Drip Coffee,,Coffee,Coffee & Tea,Coffee,2.31,0,2.31,1,,0.19,FALSE,FALSE,FALSE,Tax Included,No Effect,
928,12,11/5/19 9:26,11/5/19 9:26,5.00E+17,Alfredo Vargas,105,Dining Room,,Dine In,5.00E+17,5.00E+17,5.00E+17,,,Mocha,,Coffee,Coffee & Tea,Coffee,4.63,0,4.63,1,,0.37,FALSE,FALSE,FALSE,Tax Included,No Effect,
929,12,11/5/19 9:26,11/5/19 9:26,5.00E+17,Alfredo Vargas,105,Dining Room,,Dine In,5.00E+17,5.00E+17,5.00E+17,,,Chocolate,,Croissants,Pastries,Food,3.5,0,3.5,1,,0.00E+00,FALSE,FALSE,FALSE,Tax Included,No Effect,
930,13,11/5/19 9:27,11/5/19 9:27,5.00E+17,Alfredo Vargas,3,Dining Room,,Dine In,5.00E+17,5.00E+17,5.00E+17,,,Sunrise Sandwich,,All-Day Breakfast,Daytime,Food,16,0,16,2,,1.29,FALSE,FALSE,FALSE,Tax Not Included,No Effect,
931,13,11/5/19 9:27,11/5/19 9:27,5.00E+17,Alfredo Vargas,3,Dining Room,,Dine In,5.00E+17,5.00E+17,5.00E+17,,,Drip Coffee,,Coffee,Coffee & Tea,Coffee,2.78,0,2.78,1,,0.22,FALSE,FALSE,FALSE,Tax Included,No Effect,
932,14,11/5/19 9:41,11/5/19 9:41,5.00E+17,Alfredo Vargas,5,Dining Room,,Dine In,5.00E+17,5.00E+17,5.00E+17,,,Hot Tea,,Hot,Coffee & Tea,Coffee,3.24,0,3.24,1,,0.26,FALSE,FALSE,FALSE,Tax Included,No Effect,
933,14,11/5/19 9:41,11/5/19 9:41,5.00E+17,Alfredo Vargas,5,Dining Room,,Dine In,5.00E+17,5.00E+17,5.00E+17,,,Cranberry Oatmeal,,All-Day Breakfast,Daytime,Food,6,0,6,1,,0.49,FALSE,FALSE,FALSE,Tax Not Included,No Effect,
934,15,11/5/19 9:49,11/5/19 9:49,5.00E+17,Alfredo Vargas,203,Dining Room,,Dine In,5.00E+17,5.00E+17,5.00E+17,,,Cold Brew,,Cold,Coffee & Tea,Coffee,4.16,0,4.16,1,,0.34,FALSE,FALSE,FALSE,Tax Included,No Effect,
935,15,11/5/19 9:49,11/5/19 9:49,5.00E+17,Alfredo Vargas,203,Dining Room,,Dine In,5.00E+17,5.00E+17,5.00E+17,,,Espresso,,Coffee,Coffee & Tea,Coffee,3.24,0,3.24,1,,0.26,FALSE,FALSE,FALSE,Tax Included,No Effect,
936,16,11/5/19 9:57,11/5/19 9:57,5.00E+17,Alfredo Vargas,4,Dining Room,,Dine In,5.00E+17,5.00E+17,5.00E+17,,,Bialy Lox,,All-Day Breakfast,Daytime,Food,9,0,9,1,,0.73,FALSE,FALSE,FALSE,Tax Not Included,No Effect,
937,16,11/5/19 9:57,11/5/19 9:57,5.00E+17,Alfredo Vargas,4,Dining Room,,Dine In,5.00E+17,5.00E+17,5.00E+17,,,Avocado Toast,,All-Day Breakfast,Daytime,Food,11,0,11,1,,0.89,FALSE,FALSE,FALSE,Tax Not Included,No Effect,
938,16,11/5/19 9:57,11/5/19 9:57,5.00E+17,Alfredo Vargas,4,Dining Room,,Dine In,5.00E+17,5.00E+17,5.00E+17,,,Latte,,Coffee,Coffee & Tea,Coffee,4.16,0,4.16,1,,0.34,FALSE,FALSE,FALSE,Tax Included,No Effect,
939,16,11/5/19 9:57,11/5/19 9:57,5.00E+17,Alfredo Vargas,4,Dining Room,,Dine In,5.00E+17,5.00E+17,5.00E+17,,,Hot Tea,,Hot,Coffee & Tea,Coffee,3.24,0,3.24,1,,0.26,FALSE,FALSE,FALSE,Tax Included,No Effect,
940,6,11/5/19 10:07,11/5/19 9:03,5.00E+17,Alfredo Vargas,8,Dining Room,,Dine In,5.00E+17,5.00E+17,5.00E+17,,,Latte,,Coffee,Coffee & Tea,Coffee,4.16,0,4.16,1,,0.34,FALSE,FALSE,FALSE,Tax Included,No Effect,
941,17,11/5/19 10:08,11/5/19 10:08,5.00E+17,Alfredo Vargas,105,Dining Room,,Dine In,5.00E+17,5.00E+17,5.00E+17,,,Chocolate,,Croissants,Pastries,Food,3.5,0,3.5,1,,0.00E+00,FALSE,FALSE,FALSE,Tax Included,No Effect,
942,17,11/5/19 10:08,11/5/19 10:08,5.00E+17,Alfredo Vargas,105,Dining Room,,Dine In,5.00E+17,5.00E+17,5.00E+17,,,Drip Coffee,,Coffee,Coffee & Tea,Coffee,2.31,0,2.31,1,,0.19,FALSE,FALSE,FALSE,Tax Included,No Effect,
943,17,11/5/19 10:08,11/5/19 10:08,5.00E+17,Alfredo Vargas,105,Dining Room,,Dine In,5.00E+17,5.00E+17,5.00E+17,,,Cappcucino,,Coffee,Coffee & Tea,Coffee,3.93,0,3.93,1,,0.32,FALSE,FALSE,FALSE,Tax Included,No Effect,
944,18,11/5/19 10:17,11/5/19 10:17,5.00E+17,Alfredo Vargas,203,Dining Room,,Dine In,5.00E+17,5.00E+17,5.00E+17,,,Cold Brew,,Cold,Coffee & Tea,Coffee,3.7,0,3.7,1,,0.3,FALSE,FALSE,FALSE,Tax Included,No Effect,
945,18,11/5/19 10:17,11/5/19 10:17,5.00E+17,Alfredo Vargas,203,Dining Room,,Dine In,5.00E+17,5.00E+17,5.00E+17,,,Cold Brew,,Cold,Coffee & Tea,Coffee,4.16,0,4.16,1,,0.34,FALSE,FALSE,FALSE,Tax Included,No Effect,
946,19,11/5/19 10:22,11/5/19 10:22,5.00E+17,Alfredo Vargas,204,Dining Room,,Dine In,5.00E+17,5.00E+17,5.00E+17,,,Drip Coffee,,Coffee,Coffee & Tea,Coffee,2.78,0,2.78,1,,0.22,FALSE,FALSE,FALSE,Tax Included,No Effect,
947,20,11/5/19 10:23,11/5/19 10:23,5.00E+17,Alfredo Vargas,202,Dining Room,,Dine In,5.00E+17,5.00E+17,5.00E+17,,,Cold Brew,,Cold,Coffee & Tea,Coffee,4.16,0,4.16,1,,0.34,FALSE,FALSE,FALSE,Tax Included,No Effect,
948,21,11/5/19 10:34,11/5/19 10:34,5.00E+17,Alfredo Vargas,1,Dining Room,All Day,Dine In,5.00E+17,5.00E+17,5.00E+17,,,Avocado Toast,,All-Day Breakfast,Daytime,Food,9,0,9,1,,0.73,FALSE,FALSE,FALSE,Tax Not Included,No Effect,
949,21,11/5/19 10:34,11/5/19 10:34,5.00E+17,Alfredo Vargas,1,Dining Room,All Day,Dine In,5.00E+17,5.00E+17,5.00E+17,,,Avocado Toast,,All-Day Breakfast,Daytime,Food,11,0,11,1,,0.89,FALSE,FALSE,FALSE,Tax Not Included,No Effect,
950,21,11/5/19 10:34,11/5/19 10:34,5.00E+17,Alfredo Vargas,1,Dining Room,All Day,Dine In,5.00E+17,5.00E+17,5.00E+17,,,Sunrise Sandwich,,All-Day Breakfast,Daytime,Food,8,0,8,1,,0.65,FALSE,FALSE,FALSE,Tax Not Included,No Effect,
951,21,11/5/19 10:34,11/5/19 10:34,5.00E+17,Alfredo Vargas,1,Dining Room,All Day,Dine In,5.00E+17,5.00E+17,5.00E+17,,,Latte,,Coffee,Coffee & Tea,Coffee,4.16,0,4.16,1,,0.34,FALSE,FALSE,FALSE,Tax Included,No Effect,
952,21,11/5/19 10:34,11/5/19 10:34,5.00E+17,Alfredo Vargas,1,Dining Room,All Day,Dine In,5.00E+17,5.00E+17,5.00E+17,,,Drip Coffee,,Coffee,Coffee & Tea,Coffee,2.31,0,2.31,1,,0.19,FALSE,FALSE,FALSE,Tax Included,No Effect,
953,21,11/5/19 10:34,11/5/19 10:34,5.00E+17,Alfredo Vargas,1,Dining Room,All Day,Dine In,5.00E+17,5.00E+17,5.00E+17,,,Hot Tea,,Hot,Coffee & Tea,Coffee,3.24,0,3.24,1,,0.26,FALSE,FALSE,FALSE,Tax Included,No Effect,
954,22,11/5/19 10:47,11/5/19 10:46,5.00E+17,Alfredo Vargas,4,Dining Room,All Day,Dine In,5.00E+17,5.00E+17,5.00E+17,,,F'N BLT,,Lunch,Daytime,Food,8,0,8,1,,0.65,FALSE,FALSE,FALSE,Tax Not Included,No Effect,
955,22,11/5/19 10:47,11/5/19 10:46,5.00E+17,Alfredo Vargas,4,Dining Room,All Day,Dine In,5.00E+17,5.00E+17,5.00E+17,,,Latte,,Coffee,Coffee & Tea,Coffee,4.16,0,4.16,1,,0.34,FALSE,FALSE,FALSE,Tax Included,No Effect,
956,23,11/5/19 10:48,11/5/19 10:47,5.00E+17,Alfredo Vargas,8,Dining Room,All Day,Dine In,5.00E+17,5.00E+17,5.00E+17,,,Avocado Toast,,All-Day Breakfast,Daytime,Food,11,0,11,1,,0.89,FALSE,FALSE,FALSE,Tax Not Included,No Effect,
957,23,11/5/19 10:48,11/5/19 10:47,5.00E+17,Alfredo Vargas,8,Dining Room,All Day,Dine In,5.00E+17,5.00E+17,5.00E+17,,,Latte,,Coffee,Coffee & Tea,Coffee,4.16,0,4.16,1,,0.34,FALSE,FALSE,FALSE,Tax Included,No Effect,
958,24,11/5/19 10:55,11/5/19 10:55,5.00E+17,Alfredo Vargas,7,Dining Room,All Day,Dine In,5.00E+17,5.00E+17,5.00E+17,,,Cranberry Oatmeal,,All-Day Breakfast,Daytime,Food,6,0,6,1,,0.49,FALSE,FALSE,FALSE,Tax Not Included,No Effect,
959,24,11/5/19 10:55,11/5/19 10:55,5.00E+17,Alfredo Vargas,7,Dining Room,All Day,Dine In,5.00E+17,5.00E+17,5.00E+17,,,Americano,,Coffee,Coffee & Tea,Coffee,3.24,0,3.24,1,,0.26,FALSE,FALSE,FALSE,Tax Included,No Effect,
960,24,11/5/19 10:55,11/5/19 10:55,5.00E+17,Alfredo Vargas,7,Dining Room,All Day,Dine In,5.00E+17,5.00E+17,5.00E+17,,,Mini Jumelle,,Croissants,Pastries,Food,1.75,0,1.75,1,,0.00E+00,FALSE,FALSE,FALSE,Tax Included,No Effect,
961,25,11/5/19 11:00,11/5/19 11:00,5.00E+17,Alfredo Vargas,201,Dining Room,All Day,Dine In,5.00E+17,5.00E+17,5.00E+17,,,Cold Brew,,Cold,Coffee & Tea,Coffee,3.7,0,3.7,1,,0.3,FALSE,FALSE,FALSE,Tax Included,No Effect,
962,26,11/5/19 11:13,11/5/19 11:13,5.00E+17,Alfredo Vargas,203,Dining Room,All Day,Dine In,5.00E+17,5.00E+17,5.00E+17,,,Cortado,,Coffee,Coffee & Tea,Coffee,3.7,0,3.7,1,,0.3,FALSE,FALSE,FALSE,Tax Included,No Effect,
963,27,11/5/19 11:26,11/5/19 11:26,5.00E+17,Alfredo Vargas,204,Dining Room,All Day,Dine In,5.00E+17,5.00E+17,5.00E+17,,,Rye - Old Overholt,,Rail,Beverages,Liquor,5.55,0,5.55,1,,0.45,FALSE,FALSE,FALSE,Tax Included,No Effect,
964,28,11/5/19 11:37,11/5/19 11:37,5.00E+17,Alfredo Vargas,201,Dining Room,All Day,Dine In,5.00E+17,5.00E+17,5.00E+17,,,Americano,,Coffee,Coffee & Tea,Coffee,3.24,0,3.24,1,,0.26,FALSE,FALSE,FALSE,Tax Included,No Effect,
965,29,11/5/19 11:48,11/5/19 11:48,5.00E+17,Alfredo Vargas,201,Dining Room,All Day,Dine In,5.00E+17,5.00E+17,5.00E+17,,,Hot Tea,,Hot,Coffee & Tea,Coffee,3.24,0,3.24,1,,0.26,FALSE,FALSE,FALSE,Tax Included,No Effect,
966,30,11/5/19 11:50,11/5/19 11:50,5.00E+17,Alfredo Vargas,205,Dining Room,All Day,Dine In,5.00E+17,5.00E+17,5.00E+17,,,Latte,,Coffee,Coffee & Tea,Coffee,4.16,0,4.16,1,,0.34,FALSE,FALSE,FALSE,Tax Included,No Effect,
967,31,11/5/19 11:51,11/5/19 11:51,5.00E+17,Alfredo Vargas,1,Dining Room,All Day,Dine In,5.00E+17,5.00E+17,5.00E+17,,,Sunrise Sandwich,,All-Day Breakfast,Daytime,Food,8,0,8,1,,0.65,FALSE,FALSE,FALSE,Tax Not Included,No Effect,
968,32,11/5/19 11:52,11/5/19 11:52,5.00E+17,Alfredo Vargas,201,Dining Room,All Day,Dine In,5.00E+17,5.00E+17,5.00E+17,,,Banh Matter,,Lunch,Daytime,Food,13,0,13,1,,1.05,FALSE,FALSE,FALSE,Tax Not Included,No Effect,
969,33,11/5/19 12:17,11/5/19 12:17,5.00E+17,Alfredo Vargas,3,Dining Room,All Day,Dine In,5.00E+17,5.00E+17,5.00E+17,,,Avocado Toast,,All-Day Breakfast,Daytime,Food,22,0,22,2,,1.78,FALSE,FALSE,FALSE,Tax Not Included,No Effect,
970,33,11/5/19 12:17,11/5/19 12:17,5.00E+17,Alfredo Vargas,3,Dining Room,All Day,Dine In,5.00E+17,5.00E+17,5.00E+17,,,Bialy Lox,,All-Day Breakfast,Daytime,Food,9,0,9,1,,0.73,FALSE,FALSE,FALSE,Tax Not Included,No Effect,
971,34,11/5/19 12:17,11/5/19 12:17,5.00E+17,Alfredo Vargas,202,Dining Room,All Day,Dine In,5.00E+17,5.00E+17,5.00E+17,,,Drip Coffee,,Coffee,Coffee & Tea,Coffee,2.31,0,2.31,1,,0.19,FALSE,FALSE,FALSE,Tax Included,No Effect,
972,35,11/5/19 12:40,11/5/19 12:40,5.00E+17,Alfredo Vargas,7,Dining Room,All Day,Dine In,5.00E+17,5.00E+17,5.00E+17,,,F'N BLT,,Lunch,Daytime,Food,16,0,16,2,,1.29,FALSE,FALSE,FALSE,Tax Not Included,No Effect,
973,35,11/5/19 12:40,11/5/19 12:40,5.00E+17,Alfredo Vargas,7,Dining Room,All Day,Dine In,5.00E+17,5.00E+17,5.00E+17,,,Smash Burger,,Lunch,Daytime,Food,14,0,14,1,,1.13,FALSE,FALSE,FALSE,Tax Not Included,No Effect,
974,36,11/5/19 12:52,11/5/19 12:51,5.00E+17,Alfredo Vargas,,,All Day,Dine In,5.00E+17,5.00E+17,5.00E+17,,,Drip Coffee,,Coffee,Coffee & Tea,Coffee,2.31,0,2.31,1,,0.19,FALSE,FALSE,FALSE,Tax Included,No Effect,
975,37,11/5/19 12:54,11/5/19 12:54,5.00E+17,Alfredo Vargas,6,Dining Room,All Day,Dine In,5.00E+17,5.00E+17,5.00E+17,,,Sunrise Sandwich,,All-Day Breakfast,Daytime,Food,8,0,8,1,,0.65,FALSE,FALSE,FALSE,Tax Not Included,No Effect,
976,37,11/5/19 12:54,11/5/19 12:54,5.00E+17,Alfredo Vargas,6,Dining Room,All Day,Dine In,5.00E+17,5.00E+17,5.00E+17,,,Avocado Toast,,All-Day Breakfast,Daytime,Food,11,0,11,1,,0.89,FALSE,FALSE,FALSE,Tax Not Included,No Effect,
977,38,11/5/19 12:55,11/5/19 12:55,5.00E+17,Alfredo Vargas,204,Dining Room,All Day,Dine In,5.00E+17,5.00E+17,5.00E+17,,,Iced Chai,,Cold,Coffee & Tea,Coffee,5.09,0,5.09,1,,0.41,FALSE,FALSE,FALSE,Tax Included,No Effect,
978,39,11/5/19 13:10,11/5/19 13:10,5.00E+17,Alfredo Vargas,3,Dining Room,All Day,Dine In,5.00E+17,5.00E+17,5.00E+17,,,F'N BLT,,Lunch,Daytime,Food,8,0,8,1,,0.65,FALSE,FALSE,FALSE,Tax Not Included,No Effect,
979,35,11/5/19 13:18,11/5/19 12:40,5.00E+17,Alfredo Vargas,7,Dining Room,All Day,Dine In,5.00E+17,5.00E+17,5.00E+17,,,Hot Tea,,Hot,Coffee & Tea,Coffee,3.24,0,3.24,1,,0.26,FALSE,FALSE,FALSE,Tax Included,No Effect,
980,35,11/5/19 13:18,11/5/19 12:40,5.00E+17,Alfredo Vargas,7,Dining Room,All Day,Dine In,5.00E+17,5.00E+17,5.00E+17,,,Hot Tea,,Hot,Coffee & Tea,Coffee,3.24,0,3.24,1,,0.26,FALSE,FALSE,FALSE,Tax Included,No Effect,
981,40,11/5/19 13:21,11/5/19 13:21,5.00E+17,Alfredo Vargas,4,Dining Room,All Day,Dine In,5.00E+17,5.00E+17,5.00E+17,,,Fried Chicken Sandwich,,Lunch,Daytime,Food,13,0,13,1,,1.05,FALSE,FALSE,FALSE,Tax Not Included,No Effect,
982,40,11/5/19 13:21,11/5/19 13:21,5.00E+17,Alfredo Vargas,4,Dining Room,All Day,Dine In,5.00E+17,5.00E+17,5.00E+17,,,Drip Coffee,,Coffee,Coffee & Tea,Coffee,2.78,0,2.78,1,,0.22,FALSE,FALSE,FALSE,Tax Included,No Effect,
983,41,11/5/19 13:24,11/5/19 13:24,5.00E+17,Alfredo Vargas,13,Dining Room,All Day,Dine In,5.00E+17,5.00E+17,5.00E+17,,,Rainbow Kale Salad,,Lunch,Daytime,Food,9,0,9,1,,0.73,FALSE,FALSE,FALSE,Tax Not Included,No Effect,
984,41,11/5/19 13:24,11/5/19 13:24,5.00E+17,Alfredo Vargas,13,Dining Room,All Day,Dine In,5.00E+17,5.00E+17,5.00E+17,,,Smash Burger,,Lunch,Daytime,Food,14,0,14,1,,1.13,FALSE,FALSE,FALSE,Tax Not Included,No Effect,
985,42,11/5/19 13:29,11/5/19 13:29,5.00E+17,Alfredo Vargas,7,Dining Room,All Day,Dine In,5.00E+17,5.00E+17,5.00E+17,,,Honey Citrus Wings,,Lunch,Daytime,Food,8,0,8,1,,0.65,FALSE,FALSE,FALSE,Tax Not Included,No Effect,
986,42,11/5/19 13:29,11/5/19 13:29,5.00E+17,Alfredo Vargas,7,Dining Room,All Day,Dine In,5.00E+17,5.00E+17,5.00E+17,,,Side Fries,,Lunch,Daytime,Food,5,0,5,1,,0.4,FALSE,FALSE,FALSE,Tax Not Included,No Effect,
987,42,11/5/19 13:29,11/5/19 13:29,5.00E+17,Alfredo Vargas,7,Dining Room,All Day,Dine In,5.00E+17,5.00E+17,5.00E+17,,,Cold Brew,,Cold,Coffee & Tea,Coffee,4.16,0,4.16,1,,0.34,FALSE,FALSE,FALSE,Tax Included,No Effect,
988,43,11/5/19 13:36,11/5/19 13:36,5.00E+17,Alfredo Vargas,201,Dining Room,All Day,Dine In,5.00E+17,5.00E+17,5.00E+17,,,Cappcucino,,Coffee,Coffee & Tea,Coffee,3.93,0,3.93,1,,0.32,FALSE,FALSE,FALSE,Tax Included,No Effect,
989,44,11/5/19 13:43,11/5/19 13:43,5.00E+17,Alfredo Vargas,205,Dining Room,All Day,Dine In,5.00E+17,5.00E+17,5.00E+17,,,Cappcucino,,Coffee,Coffee & Tea,Coffee,3.93,0,3.93,1,,0.32,FALSE,FALSE,FALSE,Tax Included,No Effect,
990,44,11/5/19 13:43,11/5/19 13:43,5.00E+17,Alfredo Vargas,205,Dining Room,All Day,Dine In,5.00E+17,5.00E+17,5.00E+17,,,Mocha,,Coffee,Coffee & Tea,Coffee,4.63,0,4.63,1,,0.37,FALSE,FALSE,FALSE,Tax Included,No Effect,
991,37,11/5/19 13:45,11/5/19 12:54,5.00E+17,Alfredo Vargas,6,Dining Room,All Day,Dine In,5.00E+17,5.00E+17,5.00E+17,,,Drip Coffee,,Coffee,Coffee & Tea,Coffee,4.63,0,4.63,2,,0.37,FALSE,FALSE,FALSE,Tax Included,No Effect,
992,45,11/5/19 13:53,11/5/19 13:53,5.00E+17,Alfredo Vargas,205,Dining Room,All Day,Dine In,5.00E+17,5.00E+17,5.00E+17,,,Iced Latte,,Cold,Coffee & Tea,Coffee,4.63,0,4.63,1,,0.37,FALSE,FALSE,FALSE,Tax Included,No Effect,
993,46,11/5/19 14:23,11/5/19 14:23,5.00E+17,Sean Bethoulle,6,Dining Room,All Day,Dine In,5.00E+17,5.00E+17,5.00E+17,,,Honey Citrus Wings,,Lunch,Daytime,Food,14,0,14,1,,1.13,FALSE,FALSE,FALSE,Tax Not Included,No Effect,
994,46,11/5/19 14:23,11/5/19 14:23,5.00E+17,Sean Bethoulle,6,Dining Room,All Day,Dine In,5.00E+17,5.00E+17,5.00E+17,,,Vietnamese Iced Coffee,,Cold,Coffee & Tea,Coffee,5.55,0,5.55,1,,0.45,FALSE,FALSE,FALSE,Tax Included,No Effect,
995,47,11/5/19 14:32,11/5/19 14:31,5.00E+17,Alfredo Vargas,107,Dining Room,All Day,Dine In,5.00E+17,5.00E+17,5.00E+17,,,Smash Burger,,Lunch,Daytime,Food,14,0,14,1,,1.13,FALSE,FALSE,FALSE,Tax Not Included,No Effect,
