Item id,Order #,Sent Date,Order Date,Check Id,Server,Table,Dining Area,Service,Dining Option,Item Selection Id,Item Id,Master Id,SKU,PLU,Menu Item,Menu Subgroup(s),Menu Group,Menu,Sales Category,Gross Price,Discount,Net Price,Qty,Sales Total,Tax,Void?,Deferred,Tax Exempt,Tax Inclusion Option,Dining Option Tax,Tab Name
1,1,12/1/19 8:26,12/1/19 7:52,5E+17,Maya Gonzalez,,,,Dine In,5E+17,5E+17,5E+17,,,Drip Coffee,,Coffee,Coffee & Tea,Coffee,2.76,0,2.76,1,,0.24,FALSE,FALSE,FALSE,Tax Included,No Effect,
2,2,12/1/19 8:30,12/1/19 8:30,5E+17,Maya Gonzalez,105,Dining Room,,Dine In,5E+17,5E+17,5E+17,,,Pirate Fuel,,Brunch Cocktails,Beverages,Liquor,7.35,0,7.35,1,,0.65,FALSE,FALSE,FALSE,Tax Included,No Effect,
3,2,12/1/19 8:30,12/1/19 8:30,5E+17,Maya Gonzalez,105,Dining Room,,Dine In,5E+17,5E+17,5E+17,,,Chocolate,,Croissants,Pastries,Food,3.5,0,3.5,1,,0.00E+00,FALSE,FALSE,FALSE,Tax Included,No Effect,
4,2,12/1/19 8:46,12/1/19 8:30,5E+17,Maya Gonzalez,105,Dining Room,,Dine In,5E+17,5E+17,5E+17,,,Pirate Fuel,,Brunch Cocktails,Beverages,Liquor,7.35,0,7.35,1,,0.65,FALSE,FALSE,FALSE,Tax Included,No Effect,
5,3,12/1/19 9:08,12/1/19 9:07,5E+17,Maya Gonzalez,,,,Dine In,5E+17,5E+17,5E+17,,,Drip Coffee,,Coffee,Coffee & Tea,Coffee,2.76,0,2.76,1,,0.24,FALSE,FALSE,FALSE,Tax Included,No Effect,
6,4,12/1/19 9:09,12/1/19 9:09,5E+17,Maya Gonzalez,,,,Dine In,5E+17,5E+17,5E+17,,,Drip Coffee,,Coffee,Coffee & Tea,Coffee,2.3,0,2.3,1,,0.2,FALSE,FALSE,FALSE,Tax Included,No Effect,
7,5,12/1/19 9:18,12/1/19 9:12,5E+17,Maya Gonzalez,7,Dining Room,,Dine In,5E+17,5E+17,5E+17,,,Hot Tea,,Hot,Coffee & Tea,Coffee,3.22,0,3.22,1,,0.28,FALSE,FALSE,FALSE,Tax Included,No Effect,
8,6,12/1/19 9:20,12/1/19 9:18,5E+17,Maya Gonzalez,,,,Dine In,5E+17,5E+17,5E+17,,,Americano,,Coffee,Coffee & Tea,Coffee,3.22,0,3.22,1,,0.28,FALSE,FALSE,FALSE,Tax Included,No Effect,
9,6,12/1/19 9:20,12/1/19 9:18,5E+17,Maya Gonzalez,,,,Dine In,5E+17,5E+17,5E+17,,,Drip Coffee,,Coffee,Coffee & Tea,Coffee,2.3,0,2.3,1,,0.2,FALSE,FALSE,FALSE,Tax Included,No Effect,
10,2,12/1/19 9:20,12/1/19 8:30,5E+17,Maya Gonzalez,105,Dining Room,,Dine In,5E+17,5E+17,5E+17,,,Pirate Fuel,,Brunch Cocktails,Beverages,Liquor,7.35,0,7.35,1,,0.65,FALSE,FALSE,FALSE,Tax Included,No Effect,
11,2,12/1/19 9:20,12/1/19 8:30,5E+17,Maya Gonzalez,105,Dining Room,,Dine In,5E+17,5E+17,5E+17,,,Pirate Fuel,,Brunch Cocktails,Beverages,Liquor,7.35,7.35,0,1,,0.00E+00,FALSE,FALSE,FALSE,Tax Included,No Effect,
12,7,12/1/19 9:31,12/1/19 9:31,5E+17,Maya Gonzalez,,,,Dine In,5E+17,5E+17,5E+17,,,Cappcucino,,Coffee,Coffee & Tea,Coffee,3.9,0,3.9,1,,0.35,FALSE,FALSE,FALSE,Tax Included,No Effect,
13,5,12/1/19 9:49,12/1/19 9:12,5E+17,Maya Gonzalez,7,Dining Room,,Dine In,5E+17,5E+17,5E+17,,,Chocolate,,Croissants,Pastries,Food,3.5,0,3.5,1,,0.00E+00,FALSE,FALSE,FALSE,Tax Included,No Effect,
14,8,12/1/19 9:49,12/1/19 9:49,5E+17,Maya Gonzalez,104,Dining Room,,Dine In,5E+17,5E+17,5E+17,,,Americano,,Coffee,Coffee & Tea,Coffee,3.22,0,3.22,1,,0.28,TRUE,FALSE,FALSE,Tax Included,No Effect,
15,8,12/1/19 9:49,12/1/19 9:49,5E+17,Maya Gonzalez,104,Dining Room,,Dine In,5E+17,5E+17,5E+17,,,Plain,,Croissants,Pastries,Food,3,0,3,1,,0.00E+00,TRUE,FALSE,FALSE,Tax Included,No Effect,
16,9,12/1/19 9:51,12/1/19 9:51,5E+17,Maya Gonzalez,5,Dining Room,,Dine In,5E+17,5E+17,5E+17,,,Breakfast Burrito,,Brunch,Brunch,Food,10,0,10,1,,0.89,FALSE,FALSE,FALSE,Tax Not Included,No Effect,
17,9,12/1/19 9:51,12/1/19 9:51,5E+17,Maya Gonzalez,5,Dining Room,,Dine In,5E+17,5E+17,5E+17,,,Drip Coffee,,Coffee,Coffee & Tea,Coffee,2.3,0,2.3,1,,0.2,FALSE,FALSE,FALSE,Tax Included,No Effect,
18,9,12/1/19 10:05,12/1/19 9:51,5E+17,Maya Gonzalez,5,Dining Room,,Dine In,5E+17,5E+17,5E+17,,,Diet Cola,,NA Beverages,Beverages,N/A Beverages,2.76,0,2.76,1,,0.24,FALSE,FALSE,FALSE,Tax Included,No Effect,
19,10,12/1/19 10:08,12/1/19 10:08,5E+17,Maya Gonzalez,201,Dining Room,,Take Out,5E+17,5E+17,5E+17,,,Sunrise Sandwich,,Brunch,Brunch,Food,12,0,12,1,,1.06,FALSE,FALSE,FALSE,Tax Not Included,No Effect,
20,10,12/1/19 10:08,12/1/19 10:08,5E+17,Maya Gonzalez,201,Dining Room,,Take Out,5E+17,5E+17,5E+17,,,Breakfast Burger,,Brunch,Brunch,Food,13,0,13,1,,1.15,FALSE,FALSE,FALSE,Tax Not Included,No Effect,
21,11,12/1/19 10:14,12/1/19 10:14,5E+17,Twiggy Gertz,,,,Dine In,5E+17,5E+17,5E+17,,,Drip Coffee,,Coffee,Coffee & Tea,Coffee,2.3,0,2.3,1,,0.2,FALSE,FALSE,FALSE,Tax Included,No Effect,
22,11,12/1/19 10:14,12/1/19 10:14,5E+17,Twiggy Gertz,,,,Dine In,5E+17,5E+17,5E+17,,,Drip Coffee,,Coffee,Coffee & Tea,Coffee,2.76,0,2.76,1,,0.24,FALSE,FALSE,FALSE,Tax Included,No Effect,
23,12,12/1/19 10:24,12/1/19 10:23,5E+17,Maya Gonzalez,4,Dining Room,,Dine In,5E+17,5E+17,5E+17,,,Avocado Toast,,Brunch,Brunch,Food,12,0,12,1,,1.06,FALSE,FALSE,FALSE,Tax Not Included,No Effect,
24,12,12/1/19 10:24,12/1/19 10:23,5E+17,Maya Gonzalez,4,Dining Room,,Dine In,5E+17,5E+17,5E+17,,,Eggs Benny-Twist,,Brunch,Brunch,Food,14,0,14,1,,1.24,FALSE,FALSE,FALSE,Tax Not Included,No Effect,
25,10,12/1/19 10:25,12/1/19 10:08,5E+17,Maya Gonzalez,201,Dining Room,,Dine In,5E+17,5E+17,5E+17,,,Chocolate,,Croissants,Pastries,Food,3.5,0,3.5,1,,0.00E+00,FALSE,FALSE,FALSE,Tax Included,No Effect,
26,10,12/1/19 10:25,12/1/19 10:08,5E+17,Maya Gonzalez,201,Dining Room,,Dine In,5E+17,5E+17,5E+17,,,Chocolate,,Croissants,Pastries,Food,3.5,0,3.5,1,,0.00E+00,FALSE,FALSE,FALSE,Tax Included,No Effect,
27,12,12/1/19 10:28,12/1/19 10:23,5E+17,Maya Gonzalez,4,Dining Room,,Dine In,5E+17,5E+17,5E+17,,,Americano,,Coffee,Coffee & Tea,Coffee,3.22,0,3.22,1,,0.28,FALSE,FALSE,FALSE,Tax Included,No Effect,
28,12,12/1/19 10:28,12/1/19 10:23,5E+17,Maya Gonzalez,4,Dining Room,,Dine In,5E+17,5E+17,5E+17,,,Americano,,Coffee,Coffee & Tea,Coffee,3.22,0,3.22,1,,0.28,FALSE,FALSE,FALSE,Tax Included,No Effect,
29,13,12/1/19 10:30,12/1/19 10:30,5E+17,Maya Gonzalez,,,,Dine In,5E+17,5E+17,5E+17,,,Latte,,Coffee,Coffee & Tea,Coffee,4.13,0,4.13,1,,0.37,FALSE,FALSE,FALSE,Tax Included,No Effect,
30,13,12/1/19 10:30,12/1/19 10:30,5E+17,Maya Gonzalez,,,,Dine In,5E+17,5E+17,5E+17,,,Chocolate,,Croissants,Pastries,Food,3.5,0,3.5,1,,0.00E+00,FALSE,FALSE,FALSE,Tax Included,No Effect,
31,13,12/1/19 10:30,12/1/19 10:30,5E+17,Maya Gonzalez,,,,Dine In,5E+17,5E+17,5E+17,,,Chocolate,,Croissants,Pastries,Food,3.5,0,3.5,1,,0.00E+00,FALSE,FALSE,FALSE,Tax Included,No Effect,
32,14,12/1/19 10:33,12/1/19 10:33,5E+17,Maya Gonzalez,201,Dining Room,,Dine In,5E+17,5E+17,5E+17,,,Breakfast Burrito,,Brunch,Brunch,Food,10,0,10,1,,0.89,FALSE,FALSE,FALSE,Tax Not Included,No Effect,
33,15,12/1/19 10:39,12/1/19 10:39,5E+17,Maya Gonzalez,,,,Dine In,5E+17,5E+17,5E+17,,,Drip Coffee,,Coffee,Coffee & Tea,Coffee,2.76,0,2.76,1,,0.24,FALSE,FALSE,FALSE,Tax Included,No Effect,
34,16,12/1/19 10:42,12/1/19 10:40,5E+17,Maya Gonzalez,,,,Dine In,5E+17,5E+17,5E+17,,,Drip Coffee,,Coffee,Coffee & Tea,Coffee,2.3,0,2.3,1,,0.2,FALSE,FALSE,FALSE,Tax Included,No Effect,
35,17,12/1/19 10:46,12/1/19 10:45,5E+17,Maya Gonzalez,202,Dining Room,,Take Out,5E+17,5E+17,5E+17,,,Sunrise Sandwich,,Brunch,Brunch,Food,12,0,12,1,,1.06,FALSE,FALSE,FALSE,Tax Not Included,No Effect,
36,17,12/1/19 10:46,12/1/19 10:45,5E+17,Maya Gonzalez,202,Dining Room,,Take Out,5E+17,5E+17,5E+17,,,Sunrise Sandwich,,Brunch,Brunch,Food,12,0,12,1,,1.06,FALSE,FALSE,FALSE,Tax Not Included,No Effect,
37,17,12/1/19 10:46,12/1/19 10:45,5E+17,Maya Gonzalez,202,Dining Room,,Take Out,5E+17,5E+17,5E+17,,,Sunrise Sandwich,,Brunch,Brunch,Food,12,0,12,1,,1.06,FALSE,FALSE,FALSE,Tax Not Included,No Effect,
38,18,12/1/19 10:47,12/1/19 10:47,5E+17,Maya Gonzalez,,,,Dine In,5E+17,5E+17,5E+17,,,Drip Coffee,,Coffee,Coffee & Tea,Coffee,2.3,0,2.3,1,,0.2,FALSE,FALSE,FALSE,Tax Included,No Effect,
39,19,12/1/19 10:52,12/1/19 10:52,5E+17,Maya Gonzalez,3,Dining Room,,Dine In,5E+17,5E+17,5E+17,,,Sunrise Sandwich,,Brunch,Brunch,Food,12,0,12,1,,1.06,FALSE,FALSE,FALSE,Tax Not Included,No Effect,
40,20,12/1/19 10:55,12/1/19 10:55,5E+17,Twiggy Gertz,,,,Dine In,5E+17,5E+17,5E+17,,,Latte,,Coffee,Coffee & Tea,Coffee,4.13,0,4.13,1,,0.37,FALSE,FALSE,FALSE,Tax Included,No Effect,
41,19,12/1/19 10:56,12/1/19 10:52,5E+17,Maya Gonzalez,3,Dining Room,,Dine In,5E+17,5E+17,5E+17,,,Cappcucino,,Coffee,Coffee & Tea,Coffee,4.36,0,4.36,1,,0.39,FALSE,FALSE,FALSE,Tax Included,No Effect,
42,19,12/1/19 10:56,12/1/19 10:52,5E+17,Maya Gonzalez,3,Dining Room,,Dine In,5E+17,5E+17,5E+17,,,Cold Brew,,Cold,Coffee & Tea,Coffee,3.67,0,3.67,1,,0.33,FALSE,FALSE,FALSE,Tax Included,No Effect,
43,19,12/1/19 10:56,12/1/19 10:52,5E+17,Maya Gonzalez,3,Dining Room,,Dine In,5E+17,5E+17,5E+17,,,Chai Latte,,Hot,Coffee & Tea,Coffee,5.51,0,5.51,1,,0.49,FALSE,FALSE,FALSE,Tax Included,No Effect,
44,8,12/1/19 11:04,12/1/19 9:49,5E+17,Maya Gonzalez,104,Dining Room,,Dine In,5E+17,5E+17,5E+17,,,Americano,,Coffee,Coffee & Tea,Coffee,3.22,0,3.22,1,,0.28,TRUE,FALSE,FALSE,Tax Included,No Effect,
45,21,12/1/19 11:07,12/1/19 11:06,5E+17,Maya Gonzalez,1,Dining Room,All Day,Dine In,5E+17,5E+17,5E+17,,,Sunrise Sandwich,,Brunch,Brunch,Food,12,0,12,1,,1.06,FALSE,FALSE,FALSE,Tax Not Included,No Effect,
46,21,12/1/19 11:07,12/1/19 11:06,5E+17,Maya Gonzalez,1,Dining Room,All Day,Dine In,5E+17,5E+17,5E+17,,,Applewood Smoked Bacon,,Brunch Sides,Brunch,Food,4,0,4,1,,0.36,FALSE,FALSE,FALSE,Tax Not Included,No Effect,
47,21,12/1/19 11:07,12/1/19 11:06,5E+17,Maya Gonzalez,1,Dining Room,All Day,Dine In,5E+17,5E+17,5E+17,,,3,,,,,0,0,0,1,,0.00E+00,FALSE,FALSE,FALSE,Tax Not Included,,
48,8,12/1/19 11:11,12/1/19 9:49,5E+17,Maya Gonzalez,104,Dining Room,,Dine In,5E+17,5E+17,5E+17,,,Cheddar & Chive Biscuit,,Brunch Sides,Brunch,Food,3.5,0,3.5,1,,0.31,TRUE,FALSE,FALSE,Tax Not Included,No Effect,
49,19,12/1/19 11:12,12/1/19 10:52,5E+17,Maya Gonzalez,3,Dining Room,,Dine In,5E+17,5E+17,5E+17,,,Cheddar & Chive Biscuit,,Brunch Sides,Brunch,Food,3.5,0,3.5,1,,0.31,FALSE,FALSE,FALSE,Tax Not Included,No Effect,
50,23,12/1/19 11:13,12/1/19 11:13,5E+17,Twiggy Gertz,,,All Day,Dine In,5E+17,5E+17,5E+17,,,Cold Brew,,Cold,Coffee & Tea,Coffee,8.27,0,8.27,2,,0.73,FALSE,FALSE,FALSE,Tax Included,No Effect,
51,21,12/1/19 11:21,12/1/19 11:06,5E+17,Maya Gonzalez,1,Dining Room,All Day,Dine In,5E+17,5E+17,5E+17,,,Drip Coffee,,Coffee,Coffee & Tea,Coffee,2.76,2.76,0,1,,0.00E+00,FALSE,FALSE,FALSE,Tax Included,No Effect,
52,21,12/1/19 11:21,12/1/19 11:06,5E+17,Maya Gonzalez,1,Dining Room,All Day,Dine In,5E+17,5E+17,5E+17,,,Mocha,,Coffee,Coffee & Tea,Coffee,5.51,5.51,0,1,,0.00E+00,FALSE,FALSE,FALSE,Tax Included,No Effect,
53,21,12/1/19 11:22,12/1/19 11:06,5E+17,Maya Gonzalez,1,Dining Room,All Day,Dine In,5E+17,5E+17,5E+17,,,Eggs,,,,,3,0,3,1,,0.27,FALSE,FALSE,FALSE,Tax Not Included,,
54,22,12/1/19 11:35,12/1/19 11:07,5E+17,Twiggy Gertz,6,Dining Room,All Day,Dine In,5E+17,5E+17,5E+17,,,Doctor Bird French Toast,,Brunch,Brunch,Food,14,0,14,1,,1.24,FALSE,FALSE,FALSE,Tax Not Included,No Effect,
55,22,12/1/19 11:35,12/1/19 11:07,5E+17,Twiggy Gertz,6,Dining Room,All Day,Dine In,5E+17,5E+17,5E+17,,,Imperial Homefries,,Brunch,Brunch,Food,12,0,12,1,,1.06,FALSE,FALSE,FALSE,Tax Not Included,No Effect,
56,24,12/1/19 11:44,12/1/19 11:43,5E+17,Twiggy Gertz,8,Dining Room,All Day,Dine In,5E+17,5E+17,5E+17,,,Eggs Benny-Twist,,Brunch,Brunch,Food,14,0,14,1,,1.24,FALSE,FALSE,FALSE,Tax Not Included,No Effect,
57,24,12/1/19 11:44,12/1/19 11:43,5E+17,Twiggy Gertz,8,Dining Room,All Day,Dine In,5E+17,5E+17,5E+17,,,Doctor Bird French Toast,,Brunch,Brunch,Food,9,0,9,1,,0.8,FALSE,FALSE,FALSE,Tax Not Included,No Effect,
58,24,12/1/19 11:44,12/1/19 11:43,5E+17,Twiggy Gertz,8,Dining Room,All Day,Dine In,5E+17,5E+17,5E+17,,,Applewood Smoked Bacon,,Brunch Sides,Brunch,Food,4,0,4,1,,0.36,FALSE,FALSE,FALSE,Tax Not Included,No Effect,
59,24,12/1/19 11:44,12/1/19 11:43,5E+17,Twiggy Gertz,8,Dining Room,All Day,Dine In,5E+17,5E+17,5E+17,,,Sunrise Sandwich,,Brunch,Brunch,Food,12,0,12,1,,1.06,FALSE,FALSE,FALSE,Tax Not Included,No Effect,
60,24,12/1/19 11:44,12/1/19 11:43,5E+17,Twiggy Gertz,8,Dining Room,All Day,Dine In,5E+17,5E+17,5E+17,,,Big Bloody Deal,,Brunch Cocktails,Beverages,Liquor,11.02,0,11.02,1,,0.98,FALSE,FALSE,FALSE,Tax Included,No Effect,
61,24,12/1/19 11:44,12/1/19 11:43,5E+17,Twiggy Gertz,8,Dining Room,All Day,Dine In,5E+17,5E+17,5E+17,,,Daydreamer,,Brunch Cocktails,Beverages,Liquor,7.35,0,7.35,1,,0.65,FALSE,FALSE,FALSE,Tax Included,No Effect,
62,24,12/1/19 11:44,12/1/19 11:43,5E+17,Twiggy Gertz,8,Dining Room,All Day,Dine In,5E+17,5E+17,5E+17,,,Cappcucino,,Coffee,Coffee & Tea,Coffee,4.36,0,4.36,1,,0.39,FALSE,FALSE,FALSE,Tax Included,No Effect,
63,25,12/1/19 11:49,12/1/19 11:49,5E+17,Twiggy Gertz,,,All Day,Dine In,5E+17,5E+17,5E+17,,,Cold Brew,,Cold,Coffee & Tea,Coffee,3.67,0,3.67,1,,0.33,FALSE,FALSE,FALSE,Tax Included,No Effect,
64,27,12/1/19 12:06,12/1/19 12:06,5E+17,Twiggy Gertz,103,Dining Room,All Day,Dine In,5E+17,5E+17,5E+17,,,Big Bloody Deal,,Brunch Cocktails,Beverages,Liquor,11.02,0,11.02,1,,0.98,FALSE,FALSE,FALSE,Tax Included,No Effect,
65,27,12/1/19 12:06,12/1/19 12:06,5E+17,Twiggy Gertz,103,Dining Room,All Day,Dine In,5E+17,5E+17,5E+17,,,Breakfast Burrito,,Brunch,Brunch,Food,14,0,14,1,,1.24,FALSE,FALSE,FALSE,Tax Not Included,No Effect,
66,28,12/1/19 12:08,12/1/19 12:07,5E+17,Twiggy Gertz,,,All Day,Dine In,5E+17,5E+17,5E+17,,,Drip Coffee,,Coffee,Coffee & Tea,Coffee,2.76,0,2.76,1,,0.24,FALSE,FALSE,FALSE,Tax Included,No Effect,
67,24,12/1/19 12:12,12/1/19 11:43,5E+17,Twiggy Gertz,8,Dining Room,All Day,Dine In,5E+17,5E+17,5E+17,,,Pirate Fuel,,Brunch Cocktails,Beverages,Liquor,7.35,0,7.35,1,,0.65,FALSE,FALSE,FALSE,Tax Included,No Effect,
68,29,12/1/19 12:21,12/1/19 12:21,5E+17,Twiggy Gertz,6,Dining Room,All Day,Dine In,5E+17,5E+17,5E+17,,,Sunrise Sandwich,,Brunch,Brunch,Food,12,0,12,1,,1.06,FALSE,FALSE,FALSE,Tax Not Included,No Effect,
69,30,12/1/19 12:23,12/1/19 12:22,5E+17,Maya Gonzalez,,,All Day,Dine In,5E+17,5E+17,5E+17,,,Latte,,Coffee,Coffee & Tea,Coffee,4.13,0,4.13,1,,0.37,FALSE,FALSE,FALSE,Tax Included,No Effect,
70,30,12/1/19 12:23,12/1/19 12:22,5E+17,Maya Gonzalez,,,All Day,Dine In,5E+17,5E+17,5E+17,,,Latte,,Coffee,Coffee & Tea,Coffee,4.13,0,4.13,1,,0.37,FALSE,FALSE,FALSE,Tax Included,No Effect,
71,31,12/1/19 12:27,12/1/19 12:24,5E+17,Twiggy Gertz,,,All Day,Dine In,5E+17,5E+17,5E+17,,,Chocolate,,Croissants,Pastries,Food,3.5,0,3.5,1,,0.00E+00,FALSE,FALSE,FALSE,Tax Included,No Effect,
72,32,12/1/19 12:31,12/1/19 12:31,5E+17,Twiggy Gertz,1,Dining Room,All Day,Dine In,5E+17,5E+17,5E+17,,,Breakfast Burger,,Brunch,Brunch,Food,13,0,13,1,,1.15,FALSE,FALSE,FALSE,Tax Not Included,No Effect,
73,32,12/1/19 12:31,12/1/19 12:31,5E+17,Twiggy Gertz,1,Dining Room,All Day,Dine In,5E+17,5E+17,5E+17,,,Eggs Benny-Twist,,Brunch,Brunch,Food,14,0,14,1,,1.24,FALSE,FALSE,FALSE,Tax Not Included,No Effect,
74,32,12/1/19 12:31,12/1/19 12:31,5E+17,Twiggy Gertz,1,Dining Room,All Day,Dine In,5E+17,5E+17,5E+17,,,Cappcucino,,Coffee,Coffee & Tea,Coffee,3.9,0,3.9,1,,0.35,FALSE,FALSE,FALSE,Tax Included,No Effect,
75,32,12/1/19 12:31,12/1/19 12:31,5E+17,Twiggy Gertz,1,Dining Room,All Day,Dine In,5E+17,5E+17,5E+17,,,Pirate Fuel,,Brunch Cocktails,Beverages,Liquor,7.35,0,7.35,1,,0.65,FALSE,FALSE,FALSE,Tax Included,No Effect,
76,33,12/1/19 12:31,12/1/19 12:31,5E+17,Twiggy Gertz,,,All Day,Dine In,5E+17,5E+17,5E+17,,,Americano,,Coffee,Coffee & Tea,Coffee,6.43,0,6.43,2,,0.57,FALSE,FALSE,FALSE,Tax Included,No Effect,
77,34,12/1/19 12:41,12/1/19 12:41,5E+17,Twiggy Gertz,,,All Day,Dine In,5E+17,5E+17,5E+17,,,Drip Coffee,,Coffee,Coffee & Tea,Coffee,2.3,0,2.3,1,,0.2,FALSE,FALSE,FALSE,Tax Included,No Effect,
78,35,12/1/19 12:43,12/1/19 12:43,5E+17,Maya Gonzalez,9,Dining Room,All Day,Dine In,5E+17,5E+17,5E+17,,,Sunrise Sandwich,,Brunch,Brunch,Food,12,0,12,1,,1.06,FALSE,FALSE,FALSE,Tax Not Included,No Effect,
79,35,12/1/19 12:43,12/1/19 12:43,5E+17,Maya Gonzalez,9,Dining Room,All Day,Dine In,5E+17,5E+17,5E+17,,,Breakfast Burger,,Brunch,Brunch,Food,13,0,13,1,,1.15,FALSE,FALSE,FALSE,Tax Not Included,No Effect,
80,35,12/1/19 12:43,12/1/19 12:43,5E+17,Maya Gonzalez,9,Dining Room,All Day,Dine In,5E+17,5E+17,5E+17,,,Breakfast Burrito,,Brunch,Brunch,Food,10,0,10,1,,0.89,FALSE,FALSE,FALSE,Tax Not Included,No Effect,
81,35,12/1/19 12:43,12/1/19 12:43,5E+17,Maya Gonzalez,9,Dining Room,All Day,Dine In,5E+17,5E+17,5E+17,,,Cheddar & Chive Biscuit,,Brunch Sides,Brunch,Food,3.5,0,3.5,1,,0.31,FALSE,FALSE,FALSE,Tax Not Included,No Effect,
82,35,12/1/19 12:43,12/1/19 12:43,5E+17,Maya Gonzalez,9,Dining Room,All Day,Dine In,5E+17,5E+17,5E+17,,,Latte,,Coffee,Coffee & Tea,Coffee,4.13,0,4.13,1,,0.37,FALSE,FALSE,FALSE,Tax Included,No Effect,
83,35,12/1/19 12:43,12/1/19 12:43,5E+17,Maya Gonzalez,9,Dining Room,All Day,Dine In,5E+17,5E+17,5E+17,,,Macchiato,,Coffee,Coffee & Tea,Coffee,3.67,0,3.67,1,,0.33,FALSE,FALSE,FALSE,Tax Included,No Effect,
84,37,12/1/19 12:47,12/1/19 12:47,5E+17,Twiggy Gertz,5,Dining Room,All Day,Dine In,5E+17,5E+17,5E+17,,,Imperial Homefries,,Brunch,Brunch,Food,12,0,12,1,,1.06,FALSE,FALSE,FALSE,Tax Not Included,No Effect,
85,36,12/1/19 12:47,12/1/19 12:47,5E+17,Twiggy Gertz,,,All Day,Dine In,5E+17,5E+17,5E+17,,,Chai Latte,,Hot,Coffee & Tea,Coffee,9.19,0,9.19,2,,0.81,FALSE,FALSE,FALSE,Tax Included,No Effect,
86,36,12/1/19 12:47,12/1/19 12:47,5E+17,Twiggy Gertz,,,All Day,Dine In,5E+17,5E+17,5E+17,,,Hot Chocolate,,Hot,Coffee & Tea,Coffee,4.59,0,4.59,1,,0.41,FALSE,FALSE,FALSE,Tax Included,No Effect,
87,38,12/1/19 12:52,12/1/19 12:51,5E+17,Twiggy Gertz,,,All Day,Dine In,5E+17,5E+17,5E+17,,,Imperial Homefries,,Brunch,Brunch,Food,12,0,12,1,,1.06,FALSE,FALSE,FALSE,Tax Not Included,No Effect,
88,38,12/1/19 12:52,12/1/19 12:51,5E+17,Twiggy Gertz,,,All Day,Dine In,5E+17,5E+17,5E+17,,,Doctor Bird French Toast,,Brunch,Brunch,Food,9,0,9,1,,0.8,FALSE,FALSE,FALSE,Tax Not Included,No Effect,
89,38,12/1/19 12:52,12/1/19 12:51,5E+17,Twiggy Gertz,,,All Day,Dine In,5E+17,5E+17,5E+17,,,Latte,,Coffee,Coffee & Tea,Coffee,4.13,0,4.13,1,,0.37,FALSE,FALSE,FALSE,Tax Included,No Effect,
90,38,12/1/19 12:52,12/1/19 12:51,5E+17,Twiggy Gertz,,,All Day,Dine In,5E+17,5E+17,5E+17,,,Drip Coffee,,Coffee,Coffee & Tea,Coffee,2.3,0,2.3,1,,0.2,FALSE,FALSE,FALSE,Tax Included,No Effect,
91,39,12/1/19 13:10,12/1/19 13:10,5E+17,Maya Gonzalez,101,Dining Room,All Day,Dine In,5E+17,5E+17,5E+17,,,Rosemary Homefries,,Brunch Sides,Brunch,Food,5,5,0,1,,0.00E+00,FALSE,FALSE,FALSE,Tax Not Included,No Effect,
92,39,12/1/19 13:10,12/1/19 13:10,5E+17,Maya Gonzalez,101,Dining Room,All Day,Dine In,5E+17,5E+17,5E+17,,,Sunrise Sandwich,,Brunch,Brunch,Food,12,12,0,1,,0.00E+00,FALSE,FALSE,FALSE,Tax Not Included,No Effect,
93,40,12/1/19 13:26,12/1/19 13:25,5E+17,Twiggy Gertz,,,All Day,Dine In,5E+17,5E+17,5E+17,,,Drip Coffee,,Coffee,Coffee & Tea,Coffee,2.3,0,2.3,1,,0.2,FALSE,FALSE,FALSE,Tax Included,No Effect,
94,40,12/1/19 13:26,12/1/19 13:25,5E+17,Twiggy Gertz,,,All Day,Dine In,5E+17,5E+17,5E+17,,,Drip Coffee,,Coffee,Coffee & Tea,Coffee,2.3,0,2.3,1,,0.2,FALSE,FALSE,FALSE,Tax Included,No Effect,
95,41,12/1/19 13:34,12/1/19 13:34,5E+17,Twiggy Gertz,4,Dining Room,All Day,Dine In,5E+17,5E+17,5E+17,,,Breakfast Burger,,Brunch,Brunch,Food,13,0,13,1,,1.15,FALSE,FALSE,FALSE,Tax Not Included,No Effect,
96,41,12/1/19 13:34,12/1/19 13:34,5E+17,Twiggy Gertz,4,Dining Room,All Day,Dine In,5E+17,5E+17,5E+17,,,Evil Twin Erase And Rewind,,Beer,Beverages,Beer,7.35,0,7.35,1,,0.65,FALSE,FALSE,FALSE,Tax Included,No Effect,
97,42,12/1/19 13:39,12/1/19 13:39,5E+17,Twiggy Gertz,,,All Day,Dine In,5E+17,5E+17,5E+17,,,Drip Coffee,,Coffee,Coffee & Tea,Coffee,4.59,0,4.59,2,,0.41,FALSE,FALSE,FALSE,Tax Included,No Effect,
98,42,12/1/19 13:39,12/1/19 13:39,5E+17,Twiggy Gertz,,,All Day,Dine In,5E+17,5E+17,5E+17,,,Americano,,Coffee,Coffee & Tea,Coffee,3.22,0,3.22,1,,0.28,FALSE,FALSE,FALSE,Tax Included,No Effect,
99,29,12/1/19 13:56,12/1/19 12:21,5E+17,Twiggy Gertz,6,Dining Room,All Day,Dine In,5E+17,5E+17,5E+17,,,Latte,,Coffee,Coffee & Tea,Coffee,4.13,0,4.13,1,,0.37,FALSE,FALSE,FALSE,Tax Included,No Effect,
